name,text_type
HD第届艾美奖颁奖典礼,剧情 喜剧 音乐 舞台艺术
心中的太阳,剧情
HD富春山居图国语版,动作 冒险
水浒传,历史
哆啦A梦恐龙骑士国语版,动画 奇幻 冒险
魔兽国语版,动作 奇幻 冒险
超级动漫秀回顾,动画 脱口秀
越界犯罪：致命邂逅,惊悚 犯罪 黑色电影
电影超能陆战队美国,喜剧 动作 科幻 动画 冒险
标清 电影锦衣卫,动作 惊悚
致命螺旋,动作
永远十六岁,喜剧
UFC格斗之夜第期,动作 动画 奇幻
HD欧布奥特曼,科幻
钱学森,传记
HD河豚国语版,纪录片
HD霍比特人五军之战原声版,动作 奇幻 冒险
鼠国流浪记,喜剧 动画 家庭 冒险
HD回家的诱惑,剧情 爱情 家庭
企鹅部落,动画
冷暖人生 同一屋檐下下,喜剧
花园战争第十期小玉米挑战夺礼之战,真人秀
托马斯和朋友之城堡大冒险,动画 儿童
洋妞到我家国语版,剧情 喜剧 家庭
生活麻辣烫 娘家也是家,剧情 爱情
美丽中国乡村行  鱼米之乡寻鱼,纪录片
金牌调解精选,真人秀
小幽灵：星际宝贝青春disney动画中文,喜剧 科幻 动画 家庭 冒险
靴猫大冒险第三季,喜剧 动画 家庭 冒险
爱在招生部,喜剧 爱情
金发奇女,剧情 爱情
HD你好旧时光第集,剧情 爱情
喜羊羊与灰太狼之羊年喜羊羊,喜剧 动画 家庭 奇幻 冒险
圣鹿之死,剧情 悬疑 惊悚
HD娱乐专题女驸马栗坤杨树林第六集跨界喜剧王第一季娱乐,喜剧 脱口秀
HD反转人生,喜剧 奇幻
性命攸关的电话,剧情
标清 电影杀破狼,剧情 动作
龙之谷破晓奇兵国语版,动画 奇幻 冒险
湄公河行动预告片,动作 犯罪
HD娱乐专题二胎三十六计王博文杨树林第二集跨界喜剧王第二季娱乐,喜剧 脱口秀
HD请回答 第集,音乐 舞台艺术
龙门镖局,喜剧 古装
蝙蝠侠之子,动作 动画 冒险
车祸撞出的娃,剧情
烈日灼心,剧情 悬疑 犯罪
HD我的前半生第集,剧情 家庭
的士女王,喜剧 动作 惊悚 犯罪
HD佩小姐的奇幻城堡国语版,剧情 奇幻 冒险
HD美味奇缘,剧情 爱情
家庭版麻辣火锅,剧情 喜剧
HD妖猫传国语版,剧情 悬疑 奇幻 古装
瓦尔特保卫萨拉热窝,战争
HD星球大战外传侠盗一号国语版,动作 科幻 冒险
豆富小僧,动画
温暖的弦,剧情 爱情
健康之路  牙齿不齐也是病,剧情
死人之夜,悬疑 惊悚 恐怖
守护者联盟,动画 家庭 奇幻 冒险
不买不高心,剧情 悬疑
熊出没之过年预告片,动画
标清 电影群英会,戏曲
最美是你 DVD版,剧情 爱情
美丽俏佳人,剧情 爱情
无耻之徒 第二季,剧情 喜剧
标清 热血尖兵 第集大结局,武侠
HD嗨唱起来娱乐,音乐 真人秀
占水师,剧情 战争
可爱卡,动画
HD芭比之长发公主国语版,动画 家庭
护花危情国语版,剧情
爱情大师,喜剧 爱情 运动
征服,剧情 犯罪
冷暖人生 春天花会开上,剧情 儿童
HD芭比之钻石城堡国语版,动画 歌舞 家庭
归来,剧情 爱情 历史
HD周末父母第集,音乐 舞台艺术
第九区原声版,剧情 动作 科幻 惊悚
美国恐怖故事 第季,剧情 悬疑 恐怖
HD百变星君国语版,喜剧 科幻 奇幻
HD劫中劫,惊悚 犯罪
大力水手,喜剧 动画
热血青春,喜剧 爱情
百家讲坛  中华家训误读的聪明,纪录片
柜子里的人,剧情 科幻 惊悚
HD初代吸血鬼第一季原声版,剧情 悬疑 恐怖 奇幻
爱情珠宝,剧情
HD娱乐专题你是我最深爱的人狮子合唱团歌手娱乐,剧情 爱情
奇点,科幻
动物世界  家有萌狗,剧情 家庭 运动
上海传奇国语版,纪录片 历史
HD人在驴途国语版,喜剧
一剧场铁血荣耀—,剧情 家庭 运动
傲娇与偏见国语版,喜剧 爱情
性与早餐,纪录片
华商启示录,脱口秀
天剑,动画
霍顿与无名氏,喜剧 动画 冒险
HD故梦,剧情
暧昧侦探,喜剧 爱情 悬疑
HD澳门国语版,剧情 爱情
沉睡谷 第季,剧情 动作 恐怖 冒险
不能没有你,剧情 家庭
凯尔特人VS勇士赛季NBA常规赛,剧情
天真遇上现实,喜剧
魅力中国城,真人秀
金戈梨园,剧情 戏曲
生活麻辣烫 爱情大逃亡下,剧情 战争
孤战 第集,奇幻 冒险
中国越野拉力赛,真人秀
一粒红尘,剧情 爱情
边城追捕下,剧情 爱情
玉骐麟之仙灵奇域,动画 奇幻
意大利人在俄罗斯的奇遇国语版,喜剧 冒险
HD银河奥特曼决战勇士原声版,科幻
生命之树,剧情 家庭 奇幻
天猫双十一狂欢夜晚会,歌舞
地心引力预告片,喜剧 动画 短片 奇幻
为什么要刷牙,纪录片
解码英国喜剧之王 揭秘戏剧大师憨豆先生,喜剧 家庭
生活麻辣烫 父爱如山,剧情 家庭
HD地心历险记英,动作 科幻 冒险
罄竹难书上集正义之剑档案纪实,纪录片
灵狐圣子 圣子出世,奇幻 武侠 古装
芭比之时尚奇迹国语版,动画 家庭
HD向幸福前进,剧情 家庭
天赋,剧情 家庭
牡丹花下,剧情
HD第七谎言国语版,悬疑 犯罪
深圳合租记,喜剧 爱情
生活大发现,喜剧
神偷奶爸原声版,喜剧 动画 冒险
太空城,音乐 奇幻
团圆两家亲,剧情 爱情
HD芭比之圣诞颂歌国语版,动画 家庭
HD掘火者原声版,剧情
莫斯科保卫战,剧情 战争
爱管闲事的人,剧情 喜剧 爱情
异形大战铁血战士预告片,动作 科幻 惊悚
HD幸存者原声版,真人秀
待嫁的堂妹,剧情 爱情
巴顿将军,剧情 传记 战争
GodV韦神  大富翁孙小伟  大富翁高德伟,喜剧
在草原等你,恐怖
因吵架引发上门告状风波,惊悚
HD情敌复仇战原声版,喜剧
芭比之梦想豪宅第一季,儿童
HD律政强人国语版,剧情 悬疑 犯罪
小鬼当家,喜剧
雪带来的礼物可爱巧虎岛,剧情 动画
异形大战铁血战士原声版,动作 科幻 惊悚
太空勇狗队,喜剧 动画 家庭 冒险
等你爱我,剧情 家庭
HD非自然死亡 第集,剧情 悬疑
艾米,纪录片 音乐 传记
美丽中国乡村行  怪里怪气的美食,纪录片
六指琴魔,动作 武侠 古装
HD沙滩仔与周师奶国语版,喜剧
HD发现精灵了可爱巧虎岛,剧情 动画
钢之炼金术师FA,剧情 动作 科幻 动画 冒险
HD龙珠超II,纪录片
疯狗警探,剧情 动作
生活麻辣烫 同学会,悬疑 惊悚 恐怖
巴瑞Ⅰ,喜剧
我是小宝贝合辑,动画
桂宝之爆笑闯宇宙国语版,喜剧 科幻 动画
腿部塑形训练,喜剧 家庭
又有新编号歼露面,剧情 爱情
老手艺,纪录片
大秦帝国之纵横,剧情 历史 古装
武则天秘史,传记 历史
HDMOMO小手WuLaLa,喜剧 爱情 同性
地道战,战争
皇家婚礼威廉王子和凯特王妃,剧情 爱情 传记
死亡笔记国语版,剧情 悬疑 惊悚 犯罪
看门狗,剧情 动作 科幻 犯罪
电影地心冒险：神秘岛美国,动作 科幻 冒险
变形金刚领袖之证第二季,动画
特殊身份国语版,动作 犯罪
检察官来访,剧情 悬疑
百战经典  解放战争经典战例成都追歼战,纪录片 历史
舞蹈丝路霓裳,音乐 歌舞 戏曲
四招培养想象力,悬疑 犯罪
无心法师,悬疑 奇幻
白蛇传 岳云鹏 孙越,剧情 儿童 古装
蚁哥正传原声版,喜剧 动画 家庭 冒险
地火 第集大结局,武侠
游戏大厅残酷的谎言,剧情 爱情 惊悚
豆腐味道三,纪录片
国际杀手的真实回忆录,喜剧 动作
第个前锋国语版,动作 动画
HD妖出长安第集,悬疑 古装
兜兜的世界上,剧情 奇幻
海绵宝宝 第八季,喜剧 动画 家庭
爱车具乐部,剧情 爱情
刘恺威造型奇葩搞笑,脱口秀
回看血迹天网法治,剧情 历史
HD天空的遇难船国语版,动作 动画 悬疑
大戏看北京真爱的谎言之破冰者,剧情 悬疑
逐梦奇迹,剧情
抢劫,动作 惊悚 犯罪
壮志凌云,剧情 动作 爱情
坐路车回家,剧情 家庭
一一向前冲,剧情 爱情
英超集锦R 配音版 超体,恐怖
巍巍兴安岭,剧情
HD天才与白痴国语版,喜剧
标清 你是我的眼 第集,剧情 喜剧
等一个人咖啡,喜剧 爱情
变鬼,剧情 喜剧 惊悚 恐怖
锋刃,剧情
憨豆先生动画系列,喜剧 动画
篮球公园,剧情 运动
虚拟现实战,动作 科幻
麻辣变形计new,剧情
HD楚乔传 第集,动作 科幻 冒险
昆塔因为所以,爱情
怪物公寓,动画
