name,text_type
回看美白丸真能美白吗新闻大求真生活,剧情
哥窑之谜,剧情 动画 传记
重播谢谢你来了,动画 短片 同性
HD沙海老兵 第集,剧情
第一旅游,纪录片
江湖奇兵,动作
精灵旅社,喜剧 动画 奇幻
HD陆小凤与花满楼,剧情 古装
浪客剑心传说的完结篇,剧情 动作
托马斯和他的朋友们SNEW,动画 短片 儿童
与谍同谋国语版new,剧情 悬疑
我的世界之虚无世界,剧情
全球华人资讯,脱口秀
爱探险的朵拉第五季 ,儿童
琪琪的秘密日记 ,动画 奇幻 冒险
下一站彩虹国语版,剧情 爱情
深夜剧场,剧情 爱情 情色
丛林大反攻,喜剧 动画 家庭 冒险
HD加油吧实习生第集,剧情 爱情
老表毕业喇国语版,喜剧 爱情 家庭
汪汪队立大功第二季 ,动作 动画 儿童 冒险
情断黄河水,剧情 同性
法治新闻法治故事：一场特殊的庭审,悬疑 短片
爸爸父亲爹 第集大结局,武侠
夜闯寡妇村国语版,悬疑 惊悚
HD养母的花样年华 第集,剧情 家庭
福根进城,剧情
火力少年王之悠风三少年 ,剧情 运动
骗中传奇国语版,喜剧 古装
伪装者 第集,剧情 悬疑
爱情碎片,喜剧 爱情
标清 电影灰姑娘美国,喜剧 歌舞
英雄救美的背后,爱情
天眼智战 ,剧情 战争
神兽金刚第二季,动画
布鲁克斯先生,剧情 悬疑 惊悚 犯罪
平凡岁月new,剧情 爱情
HD养母的花样年华,剧情 家庭
标清 电影炮兵司令朱瑞,传记
乐高冰雪奇缘,动画
民歌中国为爱而歌,剧情 爱情 传记 古装
灰姑娘,爱情 奇幻 冒险
HD一屋两妻国语版,喜剧
 生活麻辣烫 老公老婆有点二,剧情 喜剧
谜情家族国语版,剧情 悬疑 家庭 犯罪
死不瞑目,剧情 惊悚 家庭 奇幻
小小画家熊小米 ,剧情 动画 儿童 奇幻
电影蜘蛛美国,喜剧
中央台新闻联播,纪录片
 生活麻辣烫 恩恩相报,喜剧 动画 短片 家庭
电影追爱大布局,喜剧 爱情
HD夺命金剑国语版,冒险
小品有话好好说,剧情 喜剧
HD戒魔人,动画 悬疑 惊悚
HD封神英雄榜第集,历史 奇幻 古装
HD东风破 第集,动作 科幻 冒险
bad boy,剧情 犯罪
粉红猪小妹第二季,剧情 动画 家庭 儿童
HD火线第一季原声版,音乐
神兽金刚之超变星甲 ,动画 奇幻 冒险
沉默游戏 第一季 ,剧情
还是夫妻 ,爱情 家庭
林风眠下集大师纪实,纪录片
HD开心鬼放暑假国语版,喜剧 奇幻
大话西游之仙履奇缘,喜剧 爱情 奇幻 冒险
一起走天涯,剧情 儿童
我是博尔特,纪录片 传记 运动
标清 北川重生,剧情
提着心吊着胆,剧情 喜剧 悬疑 犯罪
七月,惊悚 恐怖
曾经想火 第二季 ,喜剧 短片
悄然兴起的物联网解码财商财经,脱口秀
标清 亮剑 铁血军魂 第集大结局,武侠
电影小羊肖恩英国法国,喜剧 动画 冒险
初心,剧情
城市猎人,剧情 动作 惊悚
国宝档案  揭秘皇家相册——慈禧和珍妃的恩怨,纪录片
冠军路,剧情 传记 运动
HD奇谋妙计五福星R国语版,喜剧 动作 犯罪
迷糊餐厅 ,剧情 动画
猪猪侠之英雄猪少年,喜剧 动画 奇幻
HD我的小姨,剧情 爱情 家庭
无处可逃,动作 惊悚
欢天喜地对亲家,喜剧
茜茜公主第一季,剧情 喜剧 爱情 历史
标清 黄金秒 ,歌舞 真人秀
婚前周半 ,剧情 惊悚
Super吴亦凡音乐年,纪录片 短片
舌尖上的中国,纪录片
电影捉妖记,喜剧 奇幻
托马斯和他的朋友们 第十五季 ,动画 短片 儿童
后妈的春天 ,剧情
走遍中国  集系列片了不起的高铁一路守护,纪录片
青岛往事,剧情
好好唱歌 用心唱歌,喜剧 悬疑 歌舞 犯罪
新大头儿子和小头爸爸第三季 ,喜剧 动画 家庭
马兰谣 ,剧情
狐妖小红娘,动画
 生活麻辣烫 我的二货男友,剧情 喜剧 家庭
新大头儿子和小头爸爸之秘密计划,动画 家庭 儿童
大揭秘,纪录片 犯罪
电影银河追击令美国,剧情 喜剧 犯罪
猜疑,剧情 悬疑
夏目友人帐叁 ,剧情 动画 奇幻
头脑特工队,喜剧 动画 冒险
双雄,惊悚
爱上试睡师,喜剧 爱情
HD最好的我们,剧情 爱情
时刻中愚园路纪实,纪录片
HD偶像大师之灰姑娘女孩,动画
冰雪奇缘,喜剧 动画 歌舞 奇幻
超能陆战队,喜剧 动作 科幻 动画 冒险
一槌定音,真人秀
小木人奇遇,喜剧 家庭 奇幻 冒险
妈妈咪鸭,喜剧 动画 家庭 冒险
假绑架真报复,喜剧 爱情 奇幻
狂野非洲,纪录片
清道夫第一季原声版new,剧情 科幻 动画
犯罪心理第八季 ,剧情 悬疑 惊悚 犯罪
解密,剧情 悬疑
精灵宝可梦：波尔凯尼恩与机巧的玛机雅娜,动画 奇幻 冒险
天狼突击队在行动,动作 科幻 冒险
王牌对王牌Ⅲ,剧情 动作 悬疑 惊悚 犯罪
星际传奇,动作 科幻 惊悚 冒险
中国龙黄金剧场,喜剧 动作 爱情 犯罪
斗龙战士第一部,剧情 情色
俺娘田小草,剧情
海底小纵队第四部,剧情 喜剧 古装
英雄本色国语版,剧情 动作
阿尔法,动作 科幻 动画
Back to School,喜剧 动作 爱情
天下足球  罗纳尔多：你是唯一,纪录片 传记
真爱遇到他,剧情 喜剧 爱情
宝宝巴士启蒙音乐剧 英文版 ,动画 音乐 儿童
健身动起来,剧情 喜剧 动作
格林童话剧场,动画 家庭 儿童 奇幻 冒险
消费主张,剧情 动作 科幻 纪录片 家庭 儿童 运动 真人秀
HD痞子英雄黎明升起国语版,剧情 动作 犯罪
HD情圣R国语版,爱情 情色
柏林的女人,剧情 传记 历史 战争
今日影评,脱口秀
巨神战击队之超救分队,科幻
HD初心 第集,喜剧 犯罪
伟大诱惑,喜剧
异形人族的统治,科幻
HD古惑大律师国语版,剧情 犯罪
彩虹小马 小马国女孩彩虹摇滚,动画
阿优第六季 ,喜剧 动画 儿童
校园兔女郎原声版,喜剧 爱情
HD我的继父是偶像,剧情 喜剧
爱本无罪 ,剧情 犯罪
记住乡愁Ⅰ,纪录片
小美人鱼第一季NEW,爱情 动画 歌舞 奇幻
雨夜惊魂,惊悚
梦幻西游 ,奇幻 武侠 古装
大宋提刑官new,剧情 悬疑 历史 古装
烈火,剧情 科幻 惊悚
猎场 ,剧情
幽默观察家,喜剧 真人秀
赛文奥特曼,动画
芭比之梦想豪宅第七季,儿童
知青家庭,剧情 爱情
 冷暖人生 出租亲情上,剧情 战争
奥特银河大怪兽之战,冒险
重案六组,剧情 犯罪
欢乐喜剧人娱乐,喜剧
我的,爱情 短片 情色
择天记第三季第集,剧情 奇幻 古装
HD少年钢铁侠,动作 科幻
HD娱乐LuckySevenBabySNHsenses综艺,真人秀
结婚十年 ,剧情
HD古宅心慌慌国语版,喜剧 惊悚 恐怖
 生活麻辣烫 医生欢乐多,喜剧
HD失宠王妃之结缘第集,剧情 爱情 古装
HD喜羊羊与灰太狼之洋洋得意喜羊羊之四,动画 儿童
芭比之梦想豪宅第五季,儿童
最长的拥抱,爱情
燃烧我的爱,剧情 爱情 同性
HD克拉恋人,剧情 爱情
网球王子：二人的武士,动画
苦乐村官,剧情
魁拔战神崛起,动作 动画 奇幻 冒险
特务迷城,喜剧 动作 惊悚
第一伞兵队,剧情 战争
 雾都夜话 送礼上,剧情 喜剧
WWE美国职业摔角,剧情 运动
弹孔精编,剧情 历史 战争
京剧赵氏孤儿,剧情 动作 历史 武侠 古装
我的战争,剧情 历史 战争
小鸡小鸡,喜剧 动画 家庭
神秘英豪,剧情 动作 爱情 科幻 奇幻
裸婚之后 TV版 ,爱情 家庭
超级母鸡车：disney小龙大功夫,动画
高达口袋里的战争 ,科幻 动画
HD捷德奥特曼剧场版国语版,动作 科幻 动画
HD熊出没奇幻空间国语版,动画 儿童
猴子原声版,剧情 音乐
蜡笔小新,喜剧 动画 家庭
中国形象的幕后构建者,真人秀
霹雳开天记之创神篇 下阕 ,奇幻 武侠 古装
夏目友人帐 五 ,剧情 动画
舌尖上的中国Ⅱ,纪录片
警惕致命的神经杀手,惊悚 犯罪 黑色电影
HD我爱灰太狼国语版,喜剧 动画 冒险
黑猫警长之翡翠之星,喜剧 动作 科幻 动画
莎拉与乖乖鸭第二季,儿童
HD人民检察官第集,音乐 舞台艺术
梦想改造家Ⅱ精编,真人秀
潜艇总动员 时光宝盒,动画 冒险
炸猪排DJ扬太郎 ,喜剧 动画 音乐
西游记TVB版国语版,剧情 动作 奇幻 冒险 古装
电影敢死队美国,动作 惊悚 冒险
HD熊出没之夺宝熊兵国语版,喜剧 动画 家庭 冒险
变形金刚领袖之证第季 ,动作 动画 冒险
赞鸟历险记,喜剧 动画 家庭 冒险
电影暴风营救英国波多黎各,惊悚
HD小萝莉的猴神大叔预告片,剧情 喜剧 动作
 冷暖人生 夜空中最亮的星上,剧情 爱情
HD栋仁的时光国语版,喜剧 爱情 科幻
睡在我上铺的兄弟,剧情 爱情
 凡人有事 孩子和我到底谁重要,纪录片 传记
地狱医院,悬疑 惊悚
飞龙猛将,喜剧 动作 爱情
铁道游击队之战后篇 ,剧情 历史 战争
HD娱乐专题哆啦A梦贾玲欢乐喜剧人,动画
逃离猩球,科幻 惊悚
新洛神 第集,剧情 音乐 古装
极限特工：终极回归,动作 冒险
斗魂无双之无字真经 ,剧情 动作 动画 短片
哈利波特与阿兹卡班的囚徒,剧情 奇幻 冒险
NN乐比悠悠教育系列之快乐成长,动画
狙击手幽灵射手,剧情 动作 战争
火影忍者III,动作 动画 冒险
警察锅哥第二季 ,剧情 动作 犯罪
灌篮高手第二部,喜剧 动画 运动
幸福因为有你,剧情 喜剧
手指画巧虎星期天,剧情 动画
运钞车大劫案,剧情 惊悚 犯罪
风中的女王第一季 ,剧情 奇幻
极速之巅国语版,动作 惊悚
HD东北往事之破马张飞国语版,喜剧 动作
一曲倾情,剧情 音乐
机动战士敢达 铁血的奥尔芬斯 ,科幻 动画
逼婚,动作 爱情 武侠 古装
小时警事,剧情 悬疑 犯罪
创业英雄汇,剧情 纪录片 传记 真人秀
HD枪口 第集,剧情 犯罪
动画大放映巴啦啦小魔仙之飞越彩灵堡 第集 彩灵堡的危机,儿童 奇幻 冒险
闺蜜嫁到,剧情 爱情
电影游侠儿,动作 武侠 古装
大内密探零零发,剧情 喜剧 动作 爱情
武林风,运动 真人秀
HD小楼又东风 第集,剧情 爱情
民歌中国 ,真人秀
看东方,纪录片
爸爸父亲爹 第集,剧情 战争
HD中国式关系,剧情 家庭
搭便车,剧情 动作 惊悚
单口相声我的理想,剧情 喜剧
我的麦霸女友中国好麦霸,剧情
标清 电影萨利机长美国,剧情 传记 灾难
英雄剧场三集连播,剧情 动作 武侠
 雾都夜话 情之殇下,短片
小熊尼奥之梦境小镇 ,动画 儿童
起死回生,科幻 惊悚 恐怖
小蜜蜂第一季,喜剧 动画 家庭 冒险
海上嫁女记 ,剧情 爱情
好家伙 ,剧情 传记 犯罪
 冷暖人生 归途上,剧情 战争
汪汪队立大功,动作 动画 儿童 冒险
索玛花开,剧情
今夕何夕,喜剧 科幻 动画 短片
末日崩塌,动作 冒险 灾难
猪猪侠之环球日记,喜剧 动画 奇幻
宝宝巴士启蒙音乐剧 ,动画 音乐 儿童
逆时营救,动作 科幻
婚姻诉讼 ,剧情
黑侠国语版,喜剧 动作 科幻 惊悚 犯罪 冒险
悲惨世界,剧情 爱情 音乐
跨界歌王内幕大揭秘,音乐 真人秀
旷继勋蓬遂起义,传记 历史 战争
HD武状元苏乞儿R国语版,喜剧 动作 古装
我的团长我的团,历史 战争
小胖妞TV版 ,动作 爱情 动画 短片
与恐龙同行,动画 冒险
红蔷薇 ,剧情 爱情 家庭
HD亲爱的她们第集,音乐 舞台艺术
孤独的美食家 中国版 ,剧情
多档短视频,剧情 短片 家庭
约会专家 ,喜剧 爱情
精品财经纪录大飨宴,纪录片
空中营救,动作 悬疑 惊悚 灾难
星学院,科幻 动画 儿童
汪汪队立大功第一季 ,动作 动画 儿童 冒险
安迪与动物宝宝,科幻 动画 冒险
HD杀破狼国语版,剧情 动作
逃来的责任,恐怖
科学怪鱼,恐怖
HD前任备胎反击战国语版,喜剧 爱情
少年包青天第一部,剧情 悬疑 古装
风华国乐,音乐
真相,剧情 犯罪
HD苦乐村官,剧情
逃学威龙,喜剧 动作 爱情
龙之战,动作 历史 战争
 冷暖人生 消失的尸体上 ,剧情 奇幻
挑战者,剧情 动作
亲爱的翻译官,剧情 爱情
熊出没之熊心归来,喜剧 动画 冒险
畸形屋,剧情 悬疑 犯罪
长在面包树上的女人 第集 大结局,剧情 爱情
热门综艺,真人秀
欢乐喜剧人贾冰,喜剧
转播中央台新闻联播,纪录片
六弄咖啡馆,剧情 爱情
女主人之争,科幻 动画 冒险
天命因缘 ,历史
草原情歌,剧情
追凶 第二季 ,剧情 悬疑 犯罪
猪猪侠第三部,动画 儿童
美食大冒险第三季,动画
第一时间,剧情 纪录片 短片 脱口秀
油菜花香 ,剧情
宝狄与好友第三季 ,动画
回看寻味记三探索发现纪实,纪录片
繁星四月,剧情 爱情
HD且行且珍惜,剧情 爱情
夏天岁的肖像,爱情 悬疑
创新中国,纪录片
银之守墓人第集,剧情 动画 奇幻
HD命运石之门之负荷领域的既视感,动画
实习医生格雷第一季 ,剧情 爱情
智慧树 ,剧情
车手,剧情 动作 犯罪
天线宝宝第一季,家庭 儿童
 凡人有乐,动作 科幻
标清 战魂 第集,动画 冒险
敦刻尔克,剧情 历史 战争
无人生还原声版,动作 动画 恐怖 奇幻 冒险
亮亮和晶晶,剧情
 冷暖人生 茉莉花开上,剧情 爱情 家庭
百心百匠,纪录片
动画大放映巴啦啦小魔仙之飞越彩灵堡 第集 空间旋涡,儿童 奇幻 冒险
千王斗千霸国语版,剧情 动作
养生堂精编版,剧情 历史 战争
高飞保姆：米奇宝贝disney英文,喜剧 动画 家庭 冒险
熊出没之丛林总动员,喜剧 动画
隋唐英雄Ⅲ,剧情 历史 古装
交易时间,剧情 真人秀 脱口秀
武林外传,喜剧 武侠 古装
田姐辣妹,剧情
滚石爱情故事第集,剧情 爱情
一树桃花开new,剧情 家庭
光影 ,剧情
巴啦啦小魔仙之飞越彩灵堡,动画 儿童 冒险
加菲猫,喜剧 家庭
独立纵队,历史 战争
家政女皇,真人秀
冬荫功原声版,剧情 动作 惊悚 犯罪
跳跃战士,动画
爱探险的朵拉第七季NEW,儿童
重播走近中国消防,纪录片 传记 历史
 冷暖人生 爱影浮沉下,剧情 爱情 家庭
铁道游击队,战争
破狱,剧情 犯罪
我是战士,动作 惊悚 战争
HD胭脂第集,剧情 犯罪
田姐辣妹new,剧情
逗逗迪迪爱探险new,动画 儿童 冒险
三少爷的剑,剧情 动作 武侠 古装
HD超人动画版第一部,动作 动画 冒险
海岛迷杀,爱情 悬疑 惊悚 恐怖
HD新上海滩,动作 惊悚 犯罪
独家新闻,喜剧 爱情 悬疑 奇幻
演唱会,纪录片 音乐
冰川时代,喜剧 动画 冒险
筷仙,惊悚 恐怖
木乃伊之日原声版,恐怖
HD神偷奶爸国语版,喜剧 动画 冒险
费雪小鱼侦探队 ,儿童
HD英雄无泪国语版,剧情 动作
Hello,剧情 爱情
指环王护戒使者,剧情 动作 奇幻 冒险
米奇船长：米奇宝贝disney英文,剧情 喜剧
小红帽,剧情 爱情 惊悚 奇幻
靴猫大冒险第一季,喜剧 动画 家庭 冒险
本草中国,纪录片
HD少年包青天第一部,剧情 悬疑 古装
郭德纲济公传书场,喜剧
铁血军魂new,历史 战争
寻侠英雄传之飞贼,动作 古装
我的特一营,战争
你是我的英雄,剧情 动作
最好的安排 ,剧情 爱情
痞子英雄黎明升起,剧情 动作 犯罪
武状元苏乞儿R国语版,喜剧 动作 古装
失败者联盟的覆灭上,剧情
等风来,喜剧 爱情
NBA热火人G,剧情 爱情 同性
左手亲情右手爱,剧情 爱情 家庭
 生活麻辣烫 搞笑一家人,剧情 喜剧 爱情 家庭
凉凉,剧情
鬼吹灯之精绝古城 ,剧情 悬疑 惊悚
HD黎明决战第集,音乐 舞台艺术
同心兄弟 ,剧情
你好乔安 第集,剧情 爱情
HD熊出没之雪岭熊风国语版,喜剧 动画 家庭 冒险
HD妻子的谎言 第集,音乐 舞台艺术
同盟国语版,喜剧 爱情 恐怖 奇幻
岁月风云之上海皇帝国语版,剧情 悬疑 犯罪
有完没完,剧情 喜剧
爱神,剧情 爱情 情色
南宋遥望中原,剧情
浮华背后,剧情 犯罪
我爱满堂彩  我的爸爸呦,喜剧
一起音乐吧  新年快乐,音乐 真人秀
娱乐乐翻天,脱口秀
栋仁的时光国语版,喜剧 爱情 科幻
偷天情缘,剧情 喜剧 爱情 奇幻
吉他巧虎星期天,剧情 动画
致命速递国语版,动作
倒霉熊 第二部 ,剧情 爱情
危险的爱,剧情 爱情 同性 犯罪
乐高星球大战机器人的故事,科幻 动画
欢乐好声音国语版,喜剧 动画 歌舞
玩名堂,脱口秀
捷德奥特曼 ,动作 科幻 儿童
国土安全第二季 ,剧情 悬疑 惊悚
新猛龙过江,剧情 动作
警视厅搜查一课系 第十二季第集,剧情
泡沫之夏new,爱情
企鹅家族第三季,动画 家庭
红鹰侠,动作 科幻 惊悚
HD人间至味是清欢第集,剧情 爱情
云南新闻联播,纪录片
电影幸运之吻,喜剧 爱情 奇幻
男生女生上高原Ⅳ,真人秀
HD卧底归来,剧情 动作 犯罪
电影寻龙夺宝中国澳大利亚,动作 家庭 奇幻 冒险
喜马拉雅高山兀鹫,纪录片 短片
少年骇客终极英雄第二季,科幻
民歌中国西北民歌,剧情 犯罪
吉祥天宝 ,喜剧 爱情 古装
HD三八线,剧情 战争
飘摇人生 ,爱情 家庭
秘密第集,剧情 犯罪
动物兄弟第四季 ,喜剧 动画 儿童 冒险
星际迷航可汗之怒,动作 科幻 惊悚 冒险
巴啦啦小魔仙之飞越彩灵堡第二季,儿童 奇幻 冒险
借黑钱,喜剧
我是歌手 张鹤伦 郎鹤焱,音乐 真人秀
清道夫第三季原声版,剧情 音乐
东北剿匪记,剧情
大国重器第二季 第二集 发动中国HD,纪录片
梦想改造家Ⅳ精编,真人秀
爸爸的次婚礼,喜剧 爱情 家庭
半夜偷石头的贼,喜剧 动作
同桌女友变了样,剧情
谁在撒谎第一季第集,剧情 悬疑 犯罪
HD城市猎人国语版,动作 动画
失孤,剧情
全球热恋国语版,喜剧 爱情
你是我的眼TV版第集,剧情 喜剧
超级创意秀,剧情 运动
HD恋上黑天使,剧情 爱情
侠胆雄狮第一季原声版,剧情 爱情 犯罪
闪婚情侣婚后的矛盾生活,剧情 喜剧 爱情
特警力量 ,剧情
东方卫视中秋晚会,音乐 真人秀
西湖,纪录片
豫剧电影大脚皇后,剧情
蓝精灵：寻找神秘村,喜剧 动画 奇幻 冒险
HD大秦帝国之崛起new,剧情 历史
男生女生闯天涯,剧情 喜剧 动作
少年包青天第二部,剧情 悬疑 古装
电影仲夏之爱瑞典,剧情 爱情
 冷暖人生 茉莉花开下,剧情 爱情 家庭
纪实新闻因为爱你爱你所爱,剧情 爱情
名侦探柯南剧场版引爆摩天楼,喜剧 动画 悬疑 家庭 冒险
俄罗斯之锤原声版,剧情 运动
名侦探柯南剧场版：银翼的魔术师国语版,动画 悬疑
HD威龙猛探国语版,剧情 动作 犯罪
HD琪琪公主可爱巧虎岛,剧情 动画
HD刀剑神域国语版,科幻 动画 冒险
南京南京,剧情 历史 战争
HD不可思异国语版,动作 动画 家庭 冒险
星际特工千星之城预告片,动作 科幻 冒险
万万没想到之小兵过年 ,喜剧 短片
泡沫之夏,爱情
 凡人有喜 我和春天有个约会 王之选择下,剧情 爱情
HD情满四合院,剧情
HD老炮儿国语版,剧情 犯罪
海底世界,纪录片
HD捷德奥特曼中文版,动作 科幻 动画
娱乐专题皇家赌场王宁艾伦欢乐喜剧人,脱口秀
泰罗奥特曼,动作
电波教师 ,剧情 动画
 生活麻辣烫 少年不知愁滋味,剧情 短片
海绵宝宝第九季,喜剧 动画 家庭
标清 公益广告,喜剧 爱情 家庭
HD御姐归来,剧情 爱情
寻味顺德,纪录片
时光机,喜剧 科幻 动画 冒险
探索发现  考古进行时 第二季 消失的陆浑戎,纪录片
熊出没之春日对对碰,喜剧 动画 儿童 冒险
 生活麻辣烫 无酒不成戏,剧情 喜剧
天下粮田,剧情 古装
超级点子王,动画
酸甜苦辣小夫妻,剧情 家庭
法网群英 ,剧情 犯罪
名侦探柯南江户川柯南失踪事件,剧情 动画
二婶 ,剧情 家庭
大堡礁惊魂,惊悚
HD头号前妻,剧情 爱情
水门事件,剧情 惊悚 历史
走遍中国  集系列片了不起的高铁未来高铁,纪录片
国宝档案  揭秘皇家相册——夜盗光绪陵,纪录片
左耳,爱情
雷神,动作 奇幻 冒险
缉枪,剧情 动作 犯罪
HDS的秘密国语版,动画
电影捉迷藏,悬疑 惊悚 恐怖
进击的机甲之圣戒飞陀,动画
HD咸鱼翻生国语版,喜剧
HD三生三世十里桃花,剧情 爱情
情哥哥,音乐
看不见的客人,剧情 悬疑 惊悚 犯罪
卿卿我我,剧情
一屋高才生 ,喜剧
我爱灰太狼预告片,喜剧 动画 冒险
爱探险的朵拉第四季,儿童
迷徒CLAIRE ,剧情 爱情
蠢货 智商被狗吃了吗,喜剧 动画 短片
小戏骨：三笑寻亲记第集,音乐 儿童 古装
希科克,西部
守护正义,剧情 悬疑 犯罪
郭德纲 于谦暨德云社相声专场重庆站整场,脱口秀
暴力街区,剧情 动作 犯罪
电影小大女孩丹麦,剧情 家庭
美食大冒险Ⅱ,动作 动画 冒险
中国式关系,剧情 家庭
永春白鹤拳之擎天画卷,喜剧 动作 爱情
热干面的味道,剧情
再造战士,剧情 动作 科幻
调包计,喜剧 动画 短片 家庭
拯救—戒毒所日记 ,剧情 犯罪
倾城绝恋 ,爱情
综艺盛典,真人秀
交换空间,真人秀
芭比姐妹与小马,动画
HD废柴特工国语版,喜剧 动作
瑞奇和闪电,剧情 喜剧 音乐
终结者：创世纪,动作 科幻 冒险
HD明星志愿第集,音乐 舞台艺术
我的野蛮奶奶国语版new,剧情 喜剧 古装
食尚大转盘,真人秀
无名者,剧情 悬疑
两姐妹的协议,剧情 情色
哟呼和朋友们第二季,动画
将改革进行到底,剧情 爱情
了不起的狐狸爸爸,喜剧 动画 冒险
粉红女郎,剧情 喜剧 爱情
动漫秀场,科幻 动画
斗龙战士第二部new,动画
HD全职猎人第三部,喜剧 动画 犯罪
HD冒险乐园原声版,动画
标清 电影悲惨世界英国,剧情 爱情 音乐
贝拉的奇幻花园,剧情 喜剧 爱情
飞哥战队预告,剧情 战争
HD我最好朋友的婚礼国语版,喜剧 爱情
窃听风云,剧情 动作 悬疑 犯罪
HD心理追凶国语版,爱情 悬疑 犯罪
点五步,剧情 运动
蓝精灵 ,喜剧 动画 奇幻
 生活麻辣烫 寒假大作战,剧情 喜剧
我在人民公园上,剧情 爱情 古装
 凡人有喜 我和春天有个约会之爱情天梯,剧情 爱情
历史永远铭记,剧情 战争
神枪手,剧情 动作 惊悚 犯罪 冒险
上海三打一  ,喜剧 动作 奇幻
英雄无泪国语版,剧情 动作
生活在美丽里合辑,剧情
来吧来跳舞,喜剧 爱情
少年泰坦犹大契约,动作 动画
梦回追凶,悬疑
 生活麻辣烫 我的东西你莫动,剧情 喜剧 同性
渝乐现场,脱口秀
唐顿庄园 第五季 ,剧情 家庭
豆小鸭中文版 ,喜剧 动画
最美传奇,剧情 爱情
王贵与安娜,剧情 家庭
HD爱的多米诺,剧情 爱情
诡梦凶铃,悬疑 惊悚 犯罪
你好乔安,剧情 爱情
年斯诺克世锦赛 决赛 塞尔比VS希金斯 第阶段  ,纪录片
血滴子国语版,动作 武侠 古装
纪录时间,纪录片
美好的意外,喜剧 奇幻
国歌,剧情 传记 历史
功夫熊猫第一部,喜剧 动作 动画 冒险
HD王朝的女人杨贵妃国语版,爱情 古装
西伯利亚教育,剧情
 冷暖人生 樱桃下,剧情 战争
太平轮下彼岸,剧情 爱情 灾难
老友记 第二季 ,喜剧 爱情
托马斯和他的朋友们第十五季 ,动画 短片 儿童
中国梦主题纪录片,剧情
赵传热血摇滚现场,恐怖 音乐
魔角侦探第二季TV版 ,动画
纪录片,剧情 悬疑 犯罪 黑色电影
红色精编版,剧情 历史 战争
我们为什么不能在一起 ,剧情 爱情 短片
新天龙八部之天山童姥,动作 武侠 古装
HD突击再突击,剧情
肾病患者怎么吃,纪录片
哈勃望远镜宇宙之旅寰宇地理纪实,纪录片
小苹果,喜剧
名段欣赏,剧情 情色
栏目,剧情
HD春天的开心虫可爱巧虎岛,剧情 动画
家有喜事,剧情 喜剧 爱情 家庭
精灵梦叶罗丽第四季 ,动画 奇幻 冒险
天线宝宝第四季new,儿童
娃娃惊魂,喜剧 恐怖 短片
莫斯科行动 ,剧情 犯罪
小猪佩奇佩佩猪玩具 ,剧情 动画 家庭 儿童
香菇特勤队之胡萝卜入侵 ,剧情 战争
一起音乐吧 ,音乐 真人秀
HD吃吃的爱国语版,喜剧 爱情 奇幻
夏目友人帐 第六季 ,剧情 动画 奇幻
HD绝世好宾国语版,喜剧 爱情
HD荒野求生 第六季冰与火,冒险 -
浪矢解忧杂货店,剧情
法老墓的诅咒 上,动作 悬疑 奇幻 冒险
HD江湖龙虎斗国语版,动作 犯罪
小幻与冲冲,喜剧 动作 动画 冒险
HD疑犯追踪第三季原声版,剧情 动作 悬疑
智趣羊学堂之羊羊游世界 ,动画 儿童
CQTV时尚,剧情 喜剧 歌舞
一个好汉两个帮 ,喜剧
海峡新干线,剧情 惊悚 犯罪
儿女英雄传 ,剧情 动作 爱情 历史 武侠
HD识骨寻踪第一季原声版NEW,剧情 爱情 悬疑 犯罪
爱探险的朵拉第八季 ,儿童
消防员山姆第五季,家庭 真人秀
HD权力的游戏第六季原声版NEW,剧情 战争 奇幻 冒险
大戏看北京好久不见剧宣,脱口秀
智趣羊学堂Ⅴ,动画 儿童
魔法俏佳人第三季,真人秀
快乐剧场绝杀行动,喜剧 动作 爱情 犯罪
变形金刚之救援汽车人 第二季 ,动作 动画 冒险
HD风筝,剧情 悬疑
CQTV生活,剧情 动画
北京国际电影节开幕式红毯仪式,真人秀
第期：熊梓淇谭松韵发糖,剧情 爱情
神秘的旅客,剧情 动作 悬疑
抢劫暴徒原声版,剧情 犯罪
宝贝熊鲁柏第一季 ,家庭 儿童 真人秀
河北卫视,音乐 歌舞 脱口秀
如意酷宝之保丽龙 ,动画 儿童
HD枪口,剧情
欢笑剧场,喜剧
黑龙江卫视,音乐 歌舞 真人秀
HD影讯百酷评独一无二的皮克斯动画,动画
HD爱回家之开心速递第十五部国语版,剧情 喜剧 家庭
宋小宝 小沈阳 赵海燕买单,喜剧
郭冬临 黄杨 范雷家的味道,歌舞
HD新巴布工程师I,剧情 动画 儿童
HD爱回家之八时入席第一部国语版,喜剧
奇迹之地第二季 ,真人秀
真相  克拉玛依的油气世界 第三集,纪录片
HD八九不离十,剧情 爱情
梦想总动员 第一季 ,喜剧 脱口秀
朱元璋new,传记 历史 战争 古装
HD疑犯追踪第四季原声版,剧情 动作 悬疑
我们的未来到底在哪,科幻 动画 冒险
HD龙珠超III,喜剧 动作 动画 惊悚 奇幻 冒险
单亲妈妈护子心切,剧情
夫妻那些事儿第集,剧情 爱情 家庭
中国电影报道电影快讯,纪录片 历史
星球卫士 ,动画
急诊室故事Ⅱ摔跤之后,真人秀
HD清道夫第三季原声版,剧情 犯罪
魔法俏佳人第四季,真人秀
游戏幻影泰语第集,剧情 动作
决战洛城原声版,动作 科幻
HD偷袭珍珠港原声版,剧情 动作 历史 战争 冒险
